sample_id,caption,label_a,label_a_name,label_b,label_b_name,split
19614,a black orange and white cat and some bricks,0,Real,0,Real,train
19615,a black orange and white cat and some bricks,1,AI-Generated,1,SD21,train
19616,a black orange and white cat and some bricks,1,AI-Generated,2,SDXL,train
19617,a black orange and white cat and some bricks,1,AI-Generated,3,SD3,train
19618,a black orange and white cat and some bricks,1,AI-Generated,4,DALLE3,train
19619,a black orange and white cat and some bricks,1,AI-Generated,5,Midjourney,train
19620,A plane that is flying over the trees.,0,Real,0,Real,train
19621,A plane that is flying over the trees.,1,AI-Generated,1,SD21,train
19622,A plane that is flying over the trees.,1,AI-Generated,2,SDXL,train
19623,A plane that is flying over the trees.,1,AI-Generated,3,SD3,train
19624,A plane that is flying over the trees.,1,AI-Generated,4,DALLE3,train
19625,A plane that is flying over the trees.,1,AI-Generated,5,Midjourney,train
19626,"A desk with a book, computer and other electronic devices. ",0,Real,0,Real,train
19627,"A desk with a book, computer and other electronic devices. ",1,AI-Generated,1,SD21,train
19628,"A desk with a book, computer and other electronic devices. ",1,AI-Generated,2,SDXL,train
19629,"A desk with a book, computer and other electronic devices. ",1,AI-Generated,3,SD3,train
19630,"A desk with a book, computer and other electronic devices. ",1,AI-Generated,4,DALLE3,train
19631,"A desk with a book, computer and other electronic devices. ",1,AI-Generated,5,Midjourney,train
19632,A wooden bench sitting on a lush green park.,0,Real,0,Real,train
19633,A wooden bench sitting on a lush green park.,1,AI-Generated,1,SD21,train
19634,A wooden bench sitting on a lush green park.,1,AI-Generated,2,SDXL,train
19635,A wooden bench sitting on a lush green park.,1,AI-Generated,3,SD3,train
19636,A wooden bench sitting on a lush green park.,1,AI-Generated,4,DALLE3,train
19637,A wooden bench sitting on a lush green park.,1,AI-Generated,5,Midjourney,train
19638,Multiple people playing with a soccer ball on the beach.,0,Real,0,Real,train
19639,Multiple people playing with a soccer ball on the beach.,1,AI-Generated,1,SD21,train
19640,Multiple people playing with a soccer ball on the beach.,1,AI-Generated,2,SDXL,train
19641,Multiple people playing with a soccer ball on the beach.,1,AI-Generated,3,SD3,train
19642,Multiple people playing with a soccer ball on the beach.,1,AI-Generated,4,DALLE3,train
19643,Multiple people playing with a soccer ball on the beach.,1,AI-Generated,5,Midjourney,train
19644,Three sheep in a pasture with people standing by the fence.,0,Real,0,Real,train
19645,Three sheep in a pasture with people standing by the fence.,1,AI-Generated,1,SD21,train
19646,Three sheep in a pasture with people standing by the fence.,1,AI-Generated,2,SDXL,train
19647,Three sheep in a pasture with people standing by the fence.,1,AI-Generated,3,SD3,train
19648,Three sheep in a pasture with people standing by the fence.,1,AI-Generated,4,DALLE3,train
19649,Three sheep in a pasture with people standing by the fence.,1,AI-Generated,5,Midjourney,train
19650,a white sink and cabinet in a home bathroom,0,Real,0,Real,train
19651,a white sink and cabinet in a home bathroom,1,AI-Generated,1,SD21,train
19652,a white sink and cabinet in a home bathroom,1,AI-Generated,2,SDXL,train
19653,a white sink and cabinet in a home bathroom,1,AI-Generated,3,SD3,train
19654,a white sink and cabinet in a home bathroom,1,AI-Generated,4,DALLE3,train
19655,a white sink and cabinet in a home bathroom,1,AI-Generated,5,Midjourney,train
19656,A man in white shirt standing outside of a building with a yellow fire hydrant in the foreground.,0,Real,0,Real,train
19657,A man in white shirt standing outside of a building with a yellow fire hydrant in the foreground.,1,AI-Generated,1,SD21,train
19658,A man in white shirt standing outside of a building with a yellow fire hydrant in the foreground.,1,AI-Generated,2,SDXL,train
19659,A man in white shirt standing outside of a building with a yellow fire hydrant in the foreground.,1,AI-Generated,3,SD3,train
19660,A man in white shirt standing outside of a building with a yellow fire hydrant in the foreground.,1,AI-Generated,4,DALLE3,train
19661,A man in white shirt standing outside of a building with a yellow fire hydrant in the foreground.,1,AI-Generated,5,Midjourney,train
19662,A city bus moving along a road with many trees.,0,Real,0,Real,train
19663,A city bus moving along a road with many trees.,1,AI-Generated,1,SD21,train
19664,A city bus moving along a road with many trees.,1,AI-Generated,2,SDXL,train
19665,A city bus moving along a road with many trees.,1,AI-Generated,3,SD3,train
19666,A city bus moving along a road with many trees.,1,AI-Generated,4,DALLE3,train
19667,A city bus moving along a road with many trees.,1,AI-Generated,5,Midjourney,train
19668,A group of men standing behind a man in a wheel chair.,0,Real,0,Real,train
19669,A group of men standing behind a man in a wheel chair.,1,AI-Generated,1,SD21,train
19670,A group of men standing behind a man in a wheel chair.,1,AI-Generated,2,SDXL,train
19671,A group of men standing behind a man in a wheel chair.,1,AI-Generated,3,SD3,train
19672,A group of men standing behind a man in a wheel chair.,1,AI-Generated,4,DALLE3,train
19673,A group of men standing behind a man in a wheel chair.,1,AI-Generated,5,Midjourney,train
19674,A tie-dyed cyclist stands beside his bicycle in front of fellow cyclists.,0,Real,0,Real,train
19675,A tie-dyed cyclist stands beside his bicycle in front of fellow cyclists.,1,AI-Generated,1,SD21,train
19676,A tie-dyed cyclist stands beside his bicycle in front of fellow cyclists.,1,AI-Generated,2,SDXL,train
19677,A tie-dyed cyclist stands beside his bicycle in front of fellow cyclists.,1,AI-Generated,3,SD3,train
19678,A tie-dyed cyclist stands beside his bicycle in front of fellow cyclists.,1,AI-Generated,4,DALLE3,train
19679,A tie-dyed cyclist stands beside his bicycle in front of fellow cyclists.,1,AI-Generated,5,Midjourney,train
19680,A cake made to look like a baseball hat.,0,Real,0,Real,train
19681,A cake made to look like a baseball hat.,1,AI-Generated,1,SD21,train
19682,A cake made to look like a baseball hat.,1,AI-Generated,2,SDXL,train
19683,A cake made to look like a baseball hat.,1,AI-Generated,3,SD3,train
19684,A cake made to look like a baseball hat.,1,AI-Generated,4,DALLE3,train
19685,A cake made to look like a baseball hat.,1,AI-Generated,5,Midjourney,train
19686,Birds perched on iron poles in front of a tall building.,0,Real,0,Real,train
19687,Birds perched on iron poles in front of a tall building.,1,AI-Generated,1,SD21,train
19688,Birds perched on iron poles in front of a tall building.,1,AI-Generated,2,SDXL,train
19689,Birds perched on iron poles in front of a tall building.,1,AI-Generated,3,SD3,train
19690,Birds perched on iron poles in front of a tall building.,1,AI-Generated,4,DALLE3,train
19691,Birds perched on iron poles in front of a tall building.,1,AI-Generated,5,Midjourney,train
19692,A fire hydrant stands on a corner of a sidewalk.,0,Real,0,Real,train
19693,A fire hydrant stands on a corner of a sidewalk.,1,AI-Generated,1,SD21,train
19694,A fire hydrant stands on a corner of a sidewalk.,1,AI-Generated,2,SDXL,train
19695,A fire hydrant stands on a corner of a sidewalk.,1,AI-Generated,3,SD3,train
19696,A fire hydrant stands on a corner of a sidewalk.,1,AI-Generated,4,DALLE3,train
19697,A fire hydrant stands on a corner of a sidewalk.,1,AI-Generated,5,Midjourney,train
19698,A goat in a field with a dog running beside it.,0,Real,0,Real,train
19699,A goat in a field with a dog running beside it.,1,AI-Generated,1,SD21,train
19700,A goat in a field with a dog running beside it.,1,AI-Generated,2,SDXL,train
19701,A goat in a field with a dog running beside it.,1,AI-Generated,3,SD3,train
19702,A goat in a field with a dog running beside it.,1,AI-Generated,4,DALLE3,train
19703,A goat in a field with a dog running beside it.,1,AI-Generated,5,Midjourney,train
19704,three traffic lights hanging off a pole and some buildings,0,Real,0,Real,train
19705,three traffic lights hanging off a pole and some buildings,1,AI-Generated,1,SD21,train
19706,three traffic lights hanging off a pole and some buildings,1,AI-Generated,2,SDXL,train
19707,three traffic lights hanging off a pole and some buildings,1,AI-Generated,3,SD3,train
19708,three traffic lights hanging off a pole and some buildings,1,AI-Generated,4,DALLE3,train
19709,three traffic lights hanging off a pole and some buildings,1,AI-Generated,5,Midjourney,train
19710,A person holds a flip phone displaying the screen.,0,Real,0,Real,train
19711,A person holds a flip phone displaying the screen.,1,AI-Generated,1,SD21,train
19712,A person holds a flip phone displaying the screen.,1,AI-Generated,2,SDXL,train
19713,A person holds a flip phone displaying the screen.,1,AI-Generated,3,SD3,train
19714,A person holds a flip phone displaying the screen.,1,AI-Generated,4,DALLE3,train
19715,A person holds a flip phone displaying the screen.,1,AI-Generated,5,Midjourney,train
19716,Sheep grazing on the side of a country road,0,Real,0,Real,train
19717,Sheep grazing on the side of a country road,1,AI-Generated,1,SD21,train
19718,Sheep grazing on the side of a country road,1,AI-Generated,2,SDXL,train
19719,Sheep grazing on the side of a country road,1,AI-Generated,3,SD3,train
19720,Sheep grazing on the side of a country road,1,AI-Generated,4,DALLE3,train
19721,Sheep grazing on the side of a country road,1,AI-Generated,5,Midjourney,train
19722,A kitchen filled with dishes and clutter and its sink under repair.,0,Real,0,Real,train
19723,A kitchen filled with dishes and clutter and its sink under repair.,1,AI-Generated,1,SD21,train
19724,A kitchen filled with dishes and clutter and its sink under repair.,1,AI-Generated,2,SDXL,train
19725,A kitchen filled with dishes and clutter and its sink under repair.,1,AI-Generated,3,SD3,train
19726,A kitchen filled with dishes and clutter and its sink under repair.,1,AI-Generated,4,DALLE3,train
19727,A kitchen filled with dishes and clutter and its sink under repair.,1,AI-Generated,5,Midjourney,train
19728,A train traveling down train tracks next to a lush green forest.,0,Real,0,Real,train
19729,A train traveling down train tracks next to a lush green forest.,1,AI-Generated,1,SD21,train
19730,A train traveling down train tracks next to a lush green forest.,1,AI-Generated,2,SDXL,train
19731,A train traveling down train tracks next to a lush green forest.,1,AI-Generated,3,SD3,train
19732,A train traveling down train tracks next to a lush green forest.,1,AI-Generated,4,DALLE3,train
19733,A train traveling down train tracks next to a lush green forest.,1,AI-Generated,5,Midjourney,train
19734,A toilet sitting next to a white sink under a mirror.,0,Real,0,Real,train
19735,A toilet sitting next to a white sink under a mirror.,1,AI-Generated,1,SD21,train
19736,A toilet sitting next to a white sink under a mirror.,1,AI-Generated,2,SDXL,train
19737,A toilet sitting next to a white sink under a mirror.,1,AI-Generated,3,SD3,train
19738,A toilet sitting next to a white sink under a mirror.,1,AI-Generated,4,DALLE3,train
19739,A toilet sitting next to a white sink under a mirror.,1,AI-Generated,5,Midjourney,train
19740,A yellow train traveling down tracks next to a train station.,0,Real,0,Real,train
19741,A yellow train traveling down tracks next to a train station.,1,AI-Generated,1,SD21,train
19742,A yellow train traveling down tracks next to a train station.,1,AI-Generated,2,SDXL,train
19743,A yellow train traveling down tracks next to a train station.,1,AI-Generated,3,SD3,train
19744,A yellow train traveling down tracks next to a train station.,1,AI-Generated,4,DALLE3,train
19745,A yellow train traveling down tracks next to a train station.,1,AI-Generated,5,Midjourney,train
19746,A building with a red hand rail sitting next to a street.,0,Real,0,Real,train
19747,A building with a red hand rail sitting next to a street.,1,AI-Generated,1,SD21,train
19748,A building with a red hand rail sitting next to a street.,1,AI-Generated,2,SDXL,train
19749,A building with a red hand rail sitting next to a street.,1,AI-Generated,3,SD3,train
19750,A building with a red hand rail sitting next to a street.,1,AI-Generated,4,DALLE3,train
19751,A building with a red hand rail sitting next to a street.,1,AI-Generated,5,Midjourney,train
19752,A small flock of grazing sheep in a very large grassland.,0,Real,0,Real,train
19753,A small flock of grazing sheep in a very large grassland.,1,AI-Generated,1,SD21,train
19754,A small flock of grazing sheep in a very large grassland.,1,AI-Generated,2,SDXL,train
19755,A small flock of grazing sheep in a very large grassland.,1,AI-Generated,3,SD3,train
19756,A small flock of grazing sheep in a very large grassland.,1,AI-Generated,4,DALLE3,train
19757,A small flock of grazing sheep in a very large grassland.,1,AI-Generated,5,Midjourney,train
19758,Adults with childern walking in the rain with umbrellas.,0,Real,0,Real,train
19759,Adults with childern walking in the rain with umbrellas.,1,AI-Generated,1,SD21,train
19760,Adults with childern walking in the rain with umbrellas.,1,AI-Generated,2,SDXL,train
19761,Adults with childern walking in the rain with umbrellas.,1,AI-Generated,3,SD3,train
19762,Adults with childern walking in the rain with umbrellas.,1,AI-Generated,4,DALLE3,train
19763,Adults with childern walking in the rain with umbrellas.,1,AI-Generated,5,Midjourney,train
19764,A series of different bridges over a large body of water.,0,Real,0,Real,train
19765,A series of different bridges over a large body of water.,1,AI-Generated,1,SD21,train
19766,A series of different bridges over a large body of water.,1,AI-Generated,2,SDXL,train
19767,A series of different bridges over a large body of water.,1,AI-Generated,3,SD3,train
19768,A series of different bridges over a large body of water.,1,AI-Generated,4,DALLE3,train
19769,A series of different bridges over a large body of water.,1,AI-Generated,5,Midjourney,train
19770,a small herd of sheep and a ram eating grass,0,Real,0,Real,train
19771,a small herd of sheep and a ram eating grass,1,AI-Generated,1,SD21,train
19772,a small herd of sheep and a ram eating grass,1,AI-Generated,2,SDXL,train
19773,a small herd of sheep and a ram eating grass,1,AI-Generated,3,SD3,train
19774,a small herd of sheep and a ram eating grass,1,AI-Generated,4,DALLE3,train
19775,a small herd of sheep and a ram eating grass,1,AI-Generated,5,Midjourney,train
19776,Someone is preparing many donuts at one time. ,0,Real,0,Real,train
19777,Someone is preparing many donuts at one time. ,1,AI-Generated,1,SD21,train
19778,Someone is preparing many donuts at one time. ,1,AI-Generated,2,SDXL,train
19779,Someone is preparing many donuts at one time. ,1,AI-Generated,3,SD3,train
19780,Someone is preparing many donuts at one time. ,1,AI-Generated,4,DALLE3,train
19781,Someone is preparing many donuts at one time. ,1,AI-Generated,5,Midjourney,train
19782,A train moving along a track near a field.,0,Real,0,Real,train
19783,A train moving along a track near a field.,1,AI-Generated,1,SD21,train
19784,A train moving along a track near a field.,1,AI-Generated,2,SDXL,train
19785,A train moving along a track near a field.,1,AI-Generated,3,SD3,train
19786,A train moving along a track near a field.,1,AI-Generated,4,DALLE3,train
19787,A train moving along a track near a field.,1,AI-Generated,5,Midjourney,train
19788,A large red sign on a metal pole.,0,Real,0,Real,train
19789,A large red sign on a metal pole.,1,AI-Generated,1,SD21,train
19790,A large red sign on a metal pole.,1,AI-Generated,2,SDXL,train
19791,A large red sign on a metal pole.,1,AI-Generated,3,SD3,train
19792,A large red sign on a metal pole.,1,AI-Generated,4,DALLE3,train
19793,A large red sign on a metal pole.,1,AI-Generated,5,Midjourney,train
19794,"Two men riding mopeds, one with a woman and boy riding along.",0,Real,0,Real,train
19795,"Two men riding mopeds, one with a woman and boy riding along.",1,AI-Generated,1,SD21,train
19796,"Two men riding mopeds, one with a woman and boy riding along.",1,AI-Generated,2,SDXL,train
19797,"Two men riding mopeds, one with a woman and boy riding along.",1,AI-Generated,3,SD3,train
19798,"Two men riding mopeds, one with a woman and boy riding along.",1,AI-Generated,4,DALLE3,train
19799,"Two men riding mopeds, one with a woman and boy riding along.",1,AI-Generated,5,Midjourney,train
19800,A bathtub is in a bathroom with green tile.,0,Real,0,Real,train
19801,A bathtub is in a bathroom with green tile.,1,AI-Generated,1,SD21,train
19802,A bathtub is in a bathroom with green tile.,1,AI-Generated,2,SDXL,train
19803,A bathtub is in a bathroom with green tile.,1,AI-Generated,3,SD3,train
19804,A bathtub is in a bathroom with green tile.,1,AI-Generated,4,DALLE3,train
19805,A bathtub is in a bathroom with green tile.,1,AI-Generated,5,Midjourney,train
19806,A man riding a dirt bike up the side of a mountain.,0,Real,0,Real,train
19807,A man riding a dirt bike up the side of a mountain.,1,AI-Generated,1,SD21,train
19808,A man riding a dirt bike up the side of a mountain.,1,AI-Generated,2,SDXL,train
19809,A man riding a dirt bike up the side of a mountain.,1,AI-Generated,3,SD3,train
19810,A man riding a dirt bike up the side of a mountain.,1,AI-Generated,4,DALLE3,train
19811,A man riding a dirt bike up the side of a mountain.,1,AI-Generated,5,Midjourney,train
19812,A clown riding a bike down the street,0,Real,0,Real,train
19813,A clown riding a bike down the street,1,AI-Generated,1,SD21,train
19814,A clown riding a bike down the street,1,AI-Generated,2,SDXL,train
19815,A clown riding a bike down the street,1,AI-Generated,3,SD3,train
19816,A clown riding a bike down the street,1,AI-Generated,4,DALLE3,train
19817,A clown riding a bike down the street,1,AI-Generated,5,Midjourney,train
19818,A group of motorcyclers riding down a street with traffic,0,Real,0,Real,train
19819,A group of motorcyclers riding down a street with traffic,1,AI-Generated,1,SD21,train
19820,A group of motorcyclers riding down a street with traffic,1,AI-Generated,2,SDXL,train
19821,A group of motorcyclers riding down a street with traffic,1,AI-Generated,3,SD3,train
19822,A group of motorcyclers riding down a street with traffic,1,AI-Generated,4,DALLE3,train
19823,A group of motorcyclers riding down a street with traffic,1,AI-Generated,5,Midjourney,train
19824,"Street view with cars going by and people walking around,",0,Real,0,Real,train
19825,"Street view with cars going by and people walking around,",1,AI-Generated,1,SD21,train
19826,"Street view with cars going by and people walking around,",1,AI-Generated,2,SDXL,train
19827,"Street view with cars going by and people walking around,",1,AI-Generated,3,SD3,train
19828,"Street view with cars going by and people walking around,",1,AI-Generated,4,DALLE3,train
19829,"Street view with cars going by and people walking around,",1,AI-Generated,5,Midjourney,train
19830,A train traveling down train tracks next to a lush green hillside.,0,Real,0,Real,train
19831,A train traveling down train tracks next to a lush green hillside.,1,AI-Generated,1,SD21,train
19832,A train traveling down train tracks next to a lush green hillside.,1,AI-Generated,2,SDXL,train
19833,A train traveling down train tracks next to a lush green hillside.,1,AI-Generated,3,SD3,train
19834,A train traveling down train tracks next to a lush green hillside.,1,AI-Generated,4,DALLE3,train
19835,A train traveling down train tracks next to a lush green hillside.,1,AI-Generated,5,Midjourney,train
19836,The giraffes are standing together on the grass,0,Real,0,Real,train
19837,The giraffes are standing together on the grass,1,AI-Generated,1,SD21,train
19838,The giraffes are standing together on the grass,1,AI-Generated,2,SDXL,train
19839,The giraffes are standing together on the grass,1,AI-Generated,3,SD3,train
19840,The giraffes are standing together on the grass,1,AI-Generated,4,DALLE3,train
19841,The giraffes are standing together on the grass,1,AI-Generated,5,Midjourney,train
19842,a couple of buses that are lined up by some buildings,0,Real,0,Real,train
19843,a couple of buses that are lined up by some buildings,1,AI-Generated,1,SD21,train
19844,a couple of buses that are lined up by some buildings,1,AI-Generated,2,SDXL,train
19845,a couple of buses that are lined up by some buildings,1,AI-Generated,3,SD3,train
19846,a couple of buses that are lined up by some buildings,1,AI-Generated,4,DALLE3,train
19847,a couple of buses that are lined up by some buildings,1,AI-Generated,5,Midjourney,train
19848,A woman hugs a gray cat to her chest.,0,Real,0,Real,train
19849,A woman hugs a gray cat to her chest.,1,AI-Generated,1,SD21,train
19850,A woman hugs a gray cat to her chest.,1,AI-Generated,2,SDXL,train
19851,A woman hugs a gray cat to her chest.,1,AI-Generated,3,SD3,train
19852,A woman hugs a gray cat to her chest.,1,AI-Generated,4,DALLE3,train
19853,A woman hugs a gray cat to her chest.,1,AI-Generated,5,Midjourney,train
19854,This master bedroom has a bathroom behind glass walls.,0,Real,0,Real,train
19855,This master bedroom has a bathroom behind glass walls.,1,AI-Generated,1,SD21,train
19856,This master bedroom has a bathroom behind glass walls.,1,AI-Generated,2,SDXL,train
19857,This master bedroom has a bathroom behind glass walls.,1,AI-Generated,3,SD3,train
19858,This master bedroom has a bathroom behind glass walls.,1,AI-Generated,4,DALLE3,train
19859,This master bedroom has a bathroom behind glass walls.,1,AI-Generated,5,Midjourney,train
19860,A large passenger jet sitting on top of an airport tarmac.,0,Real,0,Real,train
19861,A large passenger jet sitting on top of an airport tarmac.,1,AI-Generated,1,SD21,train
19862,A large passenger jet sitting on top of an airport tarmac.,1,AI-Generated,2,SDXL,train
19863,A large passenger jet sitting on top of an airport tarmac.,1,AI-Generated,3,SD3,train
19864,A large passenger jet sitting on top of an airport tarmac.,1,AI-Generated,4,DALLE3,train
19865,A large passenger jet sitting on top of an airport tarmac.,1,AI-Generated,5,Midjourney,train
19866,A road where cars and motorcycle are parked at the side.,0,Real,0,Real,train
19867,A road where cars and motorcycle are parked at the side.,1,AI-Generated,1,SD21,train
19868,A road where cars and motorcycle are parked at the side.,1,AI-Generated,2,SDXL,train
19869,A road where cars and motorcycle are parked at the side.,1,AI-Generated,3,SD3,train
19870,A road where cars and motorcycle are parked at the side.,1,AI-Generated,4,DALLE3,train
19871,A road where cars and motorcycle are parked at the side.,1,AI-Generated,5,Midjourney,train
19872,Two signs are shown up above a street.,0,Real,0,Real,train
19873,Two signs are shown up above a street.,1,AI-Generated,1,SD21,train
19874,Two signs are shown up above a street.,1,AI-Generated,2,SDXL,train
19875,Two signs are shown up above a street.,1,AI-Generated,3,SD3,train
19876,Two signs are shown up above a street.,1,AI-Generated,4,DALLE3,train
19877,Two signs are shown up above a street.,1,AI-Generated,5,Midjourney,train
19878,A kitchen with a doorway leading to a laundry room.,0,Real,0,Real,train
19879,A kitchen with a doorway leading to a laundry room.,1,AI-Generated,1,SD21,train
19880,A kitchen with a doorway leading to a laundry room.,1,AI-Generated,2,SDXL,train
19881,A kitchen with a doorway leading to a laundry room.,1,AI-Generated,3,SD3,train
19882,A kitchen with a doorway leading to a laundry room.,1,AI-Generated,4,DALLE3,train
19883,A kitchen with a doorway leading to a laundry room.,1,AI-Generated,5,Midjourney,train
19884,A young woman sits on a park bench wearing a hat.,0,Real,0,Real,train
19885,A young woman sits on a park bench wearing a hat.,1,AI-Generated,1,SD21,train
19886,A young woman sits on a park bench wearing a hat.,1,AI-Generated,2,SDXL,train
19887,A young woman sits on a park bench wearing a hat.,1,AI-Generated,3,SD3,train
19888,A young woman sits on a park bench wearing a hat.,1,AI-Generated,4,DALLE3,train
19889,A young woman sits on a park bench wearing a hat.,1,AI-Generated,5,Midjourney,train
19890,A car dashboard with a group of brown cows waking towards it.,0,Real,0,Real,train
19891,A car dashboard with a group of brown cows waking towards it.,1,AI-Generated,1,SD21,train
19892,A car dashboard with a group of brown cows waking towards it.,1,AI-Generated,2,SDXL,train
19893,A car dashboard with a group of brown cows waking towards it.,1,AI-Generated,3,SD3,train
19894,A car dashboard with a group of brown cows waking towards it.,1,AI-Generated,4,DALLE3,train
19895,A car dashboard with a group of brown cows waking towards it.,1,AI-Generated,5,Midjourney,train
19896,Cars parked at side of road in front of a building at dusk or night.,0,Real,0,Real,train
19897,Cars parked at side of road in front of a building at dusk or night.,1,AI-Generated,1,SD21,train
19898,Cars parked at side of road in front of a building at dusk or night.,1,AI-Generated,2,SDXL,train
19899,Cars parked at side of road in front of a building at dusk or night.,1,AI-Generated,3,SD3,train
19900,Cars parked at side of road in front of a building at dusk or night.,1,AI-Generated,4,DALLE3,train
19901,Cars parked at side of road in front of a building at dusk or night.,1,AI-Generated,5,Midjourney,train
19902,a close up of a dog wearing a yellow clone hat,0,Real,0,Real,train
19903,a close up of a dog wearing a yellow clone hat,1,AI-Generated,1,SD21,train
19904,a close up of a dog wearing a yellow clone hat,1,AI-Generated,2,SDXL,train
19905,a close up of a dog wearing a yellow clone hat,1,AI-Generated,3,SD3,train
19906,a close up of a dog wearing a yellow clone hat,1,AI-Generated,4,DALLE3,train
19907,a close up of a dog wearing a yellow clone hat,1,AI-Generated,5,Midjourney,train
19908,A group of men is standing on a sidewalk with buses nearby.,0,Real,0,Real,train
19909,A group of men is standing on a sidewalk with buses nearby.,1,AI-Generated,1,SD21,train
19910,A group of men is standing on a sidewalk with buses nearby.,1,AI-Generated,2,SDXL,train
19911,A group of men is standing on a sidewalk with buses nearby.,1,AI-Generated,3,SD3,train
19912,A group of men is standing on a sidewalk with buses nearby.,1,AI-Generated,4,DALLE3,train
19913,A group of men is standing on a sidewalk with buses nearby.,1,AI-Generated,5,Midjourney,train
19914,A brown and white dog on street next to a blue car.,0,Real,0,Real,train
19915,A brown and white dog on street next to a blue car.,1,AI-Generated,1,SD21,train
19916,A brown and white dog on street next to a blue car.,1,AI-Generated,2,SDXL,train
19917,A brown and white dog on street next to a blue car.,1,AI-Generated,3,SD3,train
19918,A brown and white dog on street next to a blue car.,1,AI-Generated,4,DALLE3,train
19919,A brown and white dog on street next to a blue car.,1,AI-Generated,5,Midjourney,train
19920,A woman with a suitcase holding a phone,0,Real,0,Real,train
19921,A woman with a suitcase holding a phone,1,AI-Generated,1,SD21,train
19922,A woman with a suitcase holding a phone,1,AI-Generated,2,SDXL,train
19923,A woman with a suitcase holding a phone,1,AI-Generated,3,SD3,train
19924,A woman with a suitcase holding a phone,1,AI-Generated,4,DALLE3,train
19925,A woman with a suitcase holding a phone,1,AI-Generated,5,Midjourney,train
19926,A street going through a city with tall buildings.,0,Real,0,Real,train
19927,A street going through a city with tall buildings.,1,AI-Generated,1,SD21,train
19928,A street going through a city with tall buildings.,1,AI-Generated,2,SDXL,train
19929,A street going through a city with tall buildings.,1,AI-Generated,3,SD3,train
19930,A street going through a city with tall buildings.,1,AI-Generated,4,DALLE3,train
19931,A street going through a city with tall buildings.,1,AI-Generated,5,Midjourney,train
19932,A brick and stone gothic-style tower with church steeple rises behind a modern glass building.,0,Real,0,Real,train
19933,A brick and stone gothic-style tower with church steeple rises behind a modern glass building.,1,AI-Generated,1,SD21,train
19934,A brick and stone gothic-style tower with church steeple rises behind a modern glass building.,1,AI-Generated,2,SDXL,train
19935,A brick and stone gothic-style tower with church steeple rises behind a modern glass building.,1,AI-Generated,3,SD3,train
19936,A brick and stone gothic-style tower with church steeple rises behind a modern glass building.,1,AI-Generated,4,DALLE3,train
19937,A brick and stone gothic-style tower with church steeple rises behind a modern glass building.,1,AI-Generated,5,Midjourney,train
19938,A bus traveling across a bridge next to a white fence.,0,Real,0,Real,train
19939,A bus traveling across a bridge next to a white fence.,1,AI-Generated,1,SD21,train
19940,A bus traveling across a bridge next to a white fence.,1,AI-Generated,2,SDXL,train
19941,A bus traveling across a bridge next to a white fence.,1,AI-Generated,3,SD3,train
19942,A bus traveling across a bridge next to a white fence.,1,AI-Generated,4,DALLE3,train
19943,A bus traveling across a bridge next to a white fence.,1,AI-Generated,5,Midjourney,train
19944,A double decker bus traveling down the street in the day.,0,Real,0,Real,train
19945,A double decker bus traveling down the street in the day.,1,AI-Generated,1,SD21,train
19946,A double decker bus traveling down the street in the day.,1,AI-Generated,2,SDXL,train
19947,A double decker bus traveling down the street in the day.,1,AI-Generated,3,SD3,train
19948,A double decker bus traveling down the street in the day.,1,AI-Generated,4,DALLE3,train
19949,A double decker bus traveling down the street in the day.,1,AI-Generated,5,Midjourney,train
19950,a red train is sitting on some tracks ,0,Real,0,Real,train
19951,a red train is sitting on some tracks ,1,AI-Generated,1,SD21,train
19952,a red train is sitting on some tracks ,1,AI-Generated,2,SDXL,train
19953,a red train is sitting on some tracks ,1,AI-Generated,3,SD3,train
19954,a red train is sitting on some tracks ,1,AI-Generated,4,DALLE3,train
19955,a red train is sitting on some tracks ,1,AI-Generated,5,Midjourney,train
19956,A metal sink and a row of white urinals,0,Real,0,Real,train
19957,A metal sink and a row of white urinals,1,AI-Generated,1,SD21,train
19958,A metal sink and a row of white urinals,1,AI-Generated,2,SDXL,train
19959,A metal sink and a row of white urinals,1,AI-Generated,3,SD3,train
19960,A metal sink and a row of white urinals,1,AI-Generated,4,DALLE3,train
19961,A metal sink and a row of white urinals,1,AI-Generated,5,Midjourney,train
19962,A man standing on a roof holding an ax.,0,Real,0,Real,train
19963,A man standing on a roof holding an ax.,1,AI-Generated,1,SD21,train
19964,A man standing on a roof holding an ax.,1,AI-Generated,2,SDXL,train
19965,A man standing on a roof holding an ax.,1,AI-Generated,3,SD3,train
19966,A man standing on a roof holding an ax.,1,AI-Generated,4,DALLE3,train
19967,A man standing on a roof holding an ax.,1,AI-Generated,5,Midjourney,train
19968,A sleek gray plane flying through a cloudy sky.,0,Real,0,Real,train
19969,A sleek gray plane flying through a cloudy sky.,1,AI-Generated,1,SD21,train
19970,A sleek gray plane flying through a cloudy sky.,1,AI-Generated,2,SDXL,train
19971,A sleek gray plane flying through a cloudy sky.,1,AI-Generated,3,SD3,train
19972,A sleek gray plane flying through a cloudy sky.,1,AI-Generated,4,DALLE3,train
19973,A sleek gray plane flying through a cloudy sky.,1,AI-Generated,5,Midjourney,train
19974,A colorful railroad train arriving at a station.,0,Real,0,Real,train
19975,A colorful railroad train arriving at a station.,1,AI-Generated,1,SD21,train
19976,A colorful railroad train arriving at a station.,1,AI-Generated,2,SDXL,train
